Player_Name,Country,Market_Value,Age_Mult,Position_Mult,Rank_Mult,Synergy_Mult,Expected_Utility_Value
Florian Wirtz,Germany,100.0,1.0,1.0,1.0,1.0,100.0
Aleksandar Pavlovic,Germany,90.0,0.7,1.0,1.0,1.08,68.03999999999999
Malick Thiaw,Germany,45.0,1.0,1.25,1.0,1.02,57.375
Felix Nmecha,Germany,50.0,1.0,1.0,1.0,1.02,51.0
Nick Woltemade,Germany,55.0,1.0,0.85,1.0,1.02,47.685
Angelo Stiller,Germany,45.0,1.0,1.0,1.0,1.04,46.800000000000004
Kai Havertz,Germany,55.0,1.0,0.85,1.0,1.0,46.75
Lennart Karl,Germany,60.0,0.7,1.0,1.0,1.08,45.36
Joshua Kimmich,Germany,35.0,1.15,1.0,1.0,1.08,43.470000000000006
Jonathan Tah,Germany,28.0,1.15,1.25,0.8,1.08,34.775999999999996
Jamie Leweling,Germany,40.0,1.0,0.85,0.8,1.04,28.288000000000004
Nathaniel Brown,Germany,40.0,0.7,1.25,0.8,1.0,28.0
Maximilian Beier,Germany,40.0,1.0,0.85,0.8,1.02,27.744000000000003
David Raum,Germany,25.0,1.0,1.25,0.8,1.0,25.0
Alexander Nübel,Germany,12.0,1.0,1.5,1.0,1.04,18.72
Waldemar Anton,Germany,18.0,1.0,1.25,0.4,1.0,9.0
Leroy Sané,Germany,20.0,1.15,0.85,0.4,1.0,7.82
Deniz Undav,Germany,22.0,1.0,0.85,0.4,1.0,7.48
Nadiem Amiri,Germany,17.0,1.0,1.0,0.4,1.0,6.800000000000001
Leon Goretzka,Germany,12.0,1.15,1.0,0.4,1.0,5.52
Antonio Rüdiger,Germany,9.0,1.15,1.25,0.4,1.0,5.175000000000001
Manuel Neuer,Germany,4.0,1.0,1.5,0.1,1.0,0.6000000000000001
Oliver Baumann,Germany,2.5,1.0,1.5,0.1,1.0,0.375
Pascal Groß,Germany,2.5,1.0,1.0,0.1,1.0,0.25
Nico Schlotterbeck,Germany,55.0,1.0,1.25,0.0,1.0,0.0
Antoine Semenyo,Ghana,80.0,1.0,0.85,1.0,1.0,68.0
Kamaldeen Sulemana,Ghana,17.0,1.0,0.85,1.0,1.0,14.45
Brandon Thomas-Asante,Ghana,16.0,1.0,0.85,1.0,1.0,13.6
Abdul Fatawu,Ghana,20.0,0.7,0.85,1.0,1.0,11.9
Iñaki Williams,Ghana,10.0,1.15,0.85,1.0,1.0,9.775
Kojo Peprah Oppong,Ghana,10.0,0.7,1.25,1.0,1.0,8.75
Christopher Bonsu Baah,Ghana,14.0,0.7,0.85,1.0,1.0,8.329999999999998
Alidu Seidu,Ghana,6.0,1.0,1.25,1.0,1.0,7.5
Caleb Yirenkyi,Ghana,10.0,0.7,1.0,1.0,1.0,7.0
Jerome Opoku,Ghana,5.0,1.0,1.25,1.0,1.0,6.25
Augustine Boakye,Ghana,6.0,1.0,1.0,0.8,1.0,4.800000000000001
Ernest Nuamah,Ghana,10.0,0.7,0.85,0.8,1.0,4.760000000000001
Jonas Adjetey,Ghana,6.0,0.7,1.25,0.8,1.0,4.199999999999999
Abdul Mumin,Ghana,4.0,1.0,1.25,0.8,1.0,4.0
Gideon Mensah,Ghana,4.0,1.0,1.25,0.8,1.0,4.0
Lawrence Ati Zigi,Ghana,1.5,1.0,1.5,1.0,1.0,2.25
Elisha Owusu,Ghana,4.0,1.0,1.0,0.4,1.0,1.6
Marvin Senaya,Ghana,3.0,1.0,1.25,0.4,1.0,1.5
Abdul Rahman Baba,Ghana,2.0,1.15,1.25,0.4,1.0,1.1500000000000001
Thomas Partey,Ghana,2.5,1.15,1.0,0.4,1.0,1.1500000000000001
Prince Adu,Ghana,3.0,0.7,0.85,0.4,1.0,0.714
Kwasi Sibo,Ghana,1.5,1.0,1.0,0.4,1.0,0.6000000000000001
Derrick Luckassen,Ghana,1.0,1.15,1.25,0.1,1.0,0.14375000000000002
Jordan Ayew,Ghana,1.0,1.0,0.85,0.1,1.0,0.085
Joseph Anang,Ghana,0.275,1.0,1.5,0.1,1.0,0.04125000000000001
Benjamin Asare,Ghana,0.1,1.15,1.5,0.1,1.0,0.017249999999999998
Jean-Ricner Bellegarde,Haiti,16.0,1.0,1.0,1.0,1.0,16.0
Wilson Isidor,Haiti,18.0,1.0,0.85,1.0,1.0,15.299999999999999
Danley Jean Jacques,Haiti,3.0,1.0,1.0,1.0,1.0,3.0
Josué Casimir,Haiti,3.0,1.0,0.85,1.0,1.0,2.55
Jean-Kévin Duverne,Haiti,2.0,1.0,1.25,1.0,1.0,2.5
Hannes Delcroix,Haiti,2.0,1.0,1.25,1.0,1.0,2.5
Carlens Arcus,Haiti,1.8,1.0,1.25,1.0,1.0,2.25
Lenny Joseph,Haiti,2.0,1.0,0.85,1.0,1.0,1.7
Frantzdy Pierrot,Haiti,1.5,1.15,0.85,1.0,1.0,1.4662499999999998
Alexandre Pierre,Haiti,0.7,1.0,1.5,1.0,1.0,1.0499999999999998
Louicius Deedson,Haiti,1.2,1.0,0.85,1.0,1.0,1.02
Wilguens Paugain,Haiti,0.8,1.0,1.25,0.8,1.0,0.8
Duckens Nazon,Haiti,0.8,1.15,0.85,0.8,1.0,0.6255999999999999
Derrick Etienne Jr.,Haiti,0.8,1.0,0.85,0.8,1.0,0.544
Martin Expérience,Haiti,0.35,1.0,1.25,0.8,1.0,0.35000000000000003
Ricardo Adé,Haiti,0.3,1.0,1.25,0.8,1.0,0.30000000000000004
Ruben Providence,Haiti,0.3,1.0,0.85,0.4,1.0,0.10200000000000001
Dominique Simon,Haiti,0.2,1.0,1.0,0.4,1.0,0.08000000000000002
Leverton Pierre,Haiti,0.2,1.0,1.0,0.4,1.0,0.08000000000000002
Duke Lacroix,Haiti,0.125,1.15,1.25,0.4,1.0,0.07187500000000001
Yassin Fortuné,Haiti,0.2,1.0,0.85,0.4,1.0,0.068
Carl Sainté,Haiti,0.125,1.0,1.0,0.4,1.0,0.05
Johny Placide,Haiti,0.15,1.0,1.5,0.1,1.0,0.0225
Keeto Thermoncy,Haiti,0.1,0.7,1.25,0.1,1.0,0.008749999999999999
Josué Duverger,Haiti,0.05,1.0,1.5,0.1,1.0,0.0075000000000000015
Woodensky Pierre,Haiti,0.1,0.7,1.0,0.1,1.0,0.006999999999999999
Mehdi Ghayedi,Iran,4.5,1.0,0.85,1.0,1.0,3.8249999999999997
Mehdi Taremi,Iran,2.5,1.15,0.85,1.0,1.0,2.44375
Hossein Kanaani,Iran,1.6,1.15,1.25,1.0,1.06,2.4379999999999997
Mohammad Mohebi,Iran,2.5,1.0,0.85,1.0,1.0,2.125
Amirhossein Hosseinzadeh,Iran,2.2,1.0,0.85,1.0,1.02,1.9074000000000002
Arya Yousefi,Iran,1.5,1.0,1.25,1.0,1.0,1.875
Saeed Ezatolahi,Iran,1.8,1.0,1.0,1.0,1.0,1.8
Ali Alipour,Iran,1.7,1.15,0.85,1.0,1.06,1.761455
Dennis Eckert Ayensa,Iran,2.0,1.0,0.85,1.0,1.0,1.7
Saman Ghoddos,Iran,1.2,1.15,1.0,1.0,1.0,1.38
Payam Niazmand,Iran,0.7,1.15,1.5,1.0,1.06,1.2799500000000001
Milad Mohammadi,Iran,0.9,1.15,1.25,0.8,1.06,1.0971
Mohammad Ghorbani,Iran,1.2,1.0,1.0,0.8,1.0,0.96
Mehdi Torabi,Iran,1.2,1.15,0.85,0.8,1.02,0.9571679999999999
Saleh Hardani,Iran,0.8,1.0,1.25,0.8,1.0,0.8
Danial Eiri,Iran,1.0,0.7,1.25,0.8,1.0,0.7000000000000001
Amirmohammad Razzaghinia,Iran,1.2,0.7,1.0,0.4,1.0,0.336
Ali Nemati,Iran,0.55,1.15,1.25,0.4,1.0,0.31625
Shahriar Moghanlou,Iran,0.8,1.15,0.85,0.4,1.0,0.31279999999999997
Roozbeh Cheshmi,Iran,0.45,1.15,1.0,0.4,1.0,0.207
Alireza Jahanbakhsh,Iran,0.5,1.15,0.85,0.4,1.0,0.1955
Ehsan Hajsafi,Iran,0.25,1.0,1.25,0.4,1.0,0.125
Alireza Beiranvand,Iran,0.65,1.15,1.5,0.1,1.0,0.11212499999999999
Seyed Hossein Hosseini,Iran,0.5,1.15,1.5,0.1,1.0,0.08625
Ramin Rezaeian,Iran,0.25,1.0,1.25,0.1,1.0,0.03125
Shoja Khalilzadeh,Iran,0.1,1.0,1.25,0.1,1.0,0.0125
Merchas Doski,Iraq,1.7,1.0,1.25,1.0,1.0,2.125
Ahmed Qasem,Iraq,3.5,0.7,0.85,1.0,1.0,2.0824999999999996
Aimar Sher,Iraq,1.5,1.0,1.0,1.0,1.0,1.5
Ali Al-Hamadi,Iraq,1.5,1.0,0.85,1.0,1.0,1.275
Mohanad Ali,Iraq,1.2,1.0,0.85,1.0,1.0,1.02
Marko Farji,Iraq,1.7,0.7,0.85,1.0,1.0,1.0114999999999998
Zidane Iqbal,Iraq,1.0,1.0,1.0,1.0,1.0,1.0
Akam Hashem,Iraq,0.7,1.0,1.25,1.0,1.0,0.875
Amir Al-Ammari,Iraq,0.85,1.0,1.0,1.0,1.0,0.85
Kevin Yakob,Iraq,0.85,1.0,1.0,1.0,1.0,0.85
Ahmed Basil Fadhil,Iraq,0.45,1.0,1.5,1.0,1.02,0.6885000000000001
Ibrahim Bayesh,Iraq,0.8,1.0,1.0,0.8,1.0,0.6400000000000001
Zaid Tahseen,Iraq,0.6,1.0,1.25,0.8,1.0,0.6000000000000001
Ahmed Yahya,Iraq,0.45,1.15,1.25,0.8,1.02,0.5278499999999999
Zaid Ismail,Iraq,0.5,1.0,1.0,0.8,1.0,0.4
Frans Dhia Putros,Iraq,0.325,1.15,1.25,0.8,1.0,0.37375
Mustafa Saadoon,Iraq,0.35,1.0,1.25,0.4,1.0,0.17500000000000002
Aymen Hussein,Iraq,0.4,1.15,0.85,0.4,1.0,0.15639999999999998
Manaf Younis,Iraq,0.3,1.0,1.25,0.4,1.0,0.15000000000000002
Hussein Ali,Iraq,0.3,1.0,1.25,0.4,1.0,0.15000000000000002
Youssef Amyn,Iraq,0.55,0.7,0.85,0.4,1.0,0.1309
Ali Jasim,Iraq,0.5,0.7,0.85,0.4,1.0,0.119
Fahad Talib,Iraq,0.375,1.15,1.5,0.1,1.0,0.0646875
Jalal Hassan,Iraq,0.25,1.0,1.5,0.1,1.0,0.037500000000000006
Ali Yousif,Iraq,0.2,1.15,0.85,0.1,1.0,0.019549999999999998
Rebin Sulaka,Iraq,0.1,1.0,1.25,0.1,1.0,0.0125
Yan Diomande,Ivory Coast,90.0,0.7,0.85,1.0,1.0,53.54999999999999
Evan Ndicka,Ivory Coast,35.0,1.0,1.25,1.0,1.0,43.75
Amad Diallo,Ivory Coast,45.0,1.0,0.85,1.0,1.0,38.25
Ousmane Diomande,Ivory Coast,42.0,0.7,1.25,1.0,1.0,36.75
Wilfried Singo,Ivory Coast,23.0,1.0,1.25,1.0,1.0,28.75
Guéla Doué,Ivory Coast,20.0,1.0,1.25,1.0,1.0,25.0
Bazoumana Touré,Ivory Coast,40.0,0.7,0.85,1.0,1.0,23.8
Evann Guessand,Ivory Coast,25.0,1.0,0.85,1.0,1.0,21.25
Ange-Yoan Bonny,Ivory Coast,35.0,0.7,0.85,1.0,1.0,20.825
Ibrahim Sangaré,Ivory Coast,20.0,1.0,1.0,1.0,1.0,20.0
Emmanuel Agbadou,Ivory Coast,16.0,1.0,1.25,0.8,1.0,16.0
Odilon Kossounou,Ivory Coast,15.0,1.0,1.25,0.8,1.0,15.0
Simon Adingra,Ivory Coast,22.0,1.0,0.85,0.8,1.0,14.96
Christ Inao Oulaï,Ivory Coast,23.0,0.7,1.0,0.8,1.0,12.879999999999999
Elye Wahi,Ivory Coast,18.0,1.0,0.85,0.8,1.0,12.24
Yahia Fofana,Ivory Coast,5.0,1.0,1.5,1.0,1.0,7.5
Franck Kessié,Ivory Coast,12.0,1.0,1.0,0.4,1.0,4.800000000000001
Seko Fofana,Ivory Coast,8.0,1.15,1.0,0.4,1.0,3.6799999999999997
Nicolas Pépé,Ivory Coast,6.0,1.15,0.85,0.4,1.0,2.3459999999999996
Christopher Operi,Ivory Coast,4.0,1.0,1.25,0.4,1.0,2.0
Ghislain Konan,Ivory Coast,3.0,1.15,1.25,0.4,1.0,1.725
Parfait Guiagon,Ivory Coast,5.0,1.0,0.85,0.4,1.0,1.7000000000000002
Alban Lafont,Ivory Coast,3.0,1.0,1.5,0.1,1.0,0.45
Mohamed Koné,Ivory Coast,2.0,1.0,1.5,0.1,1.0,0.30000000000000004
Oumar Diakité,Ivory Coast,5.0,0.7,0.85,0.1,1.0,0.29750000000000004
Jean Michaël Seri,Ivory Coast,0.1,1.0,1.0,0.1,1.0,0.010000000000000002
Kaishu Sano,Japan,40.0,1.0,1.0,1.0,1.0,40.0
Zion Suzuki,Japan,20.0,1.0,1.5,1.0,1.0,30.0
Takefusa Kubo,Japan,30.0,1.0,0.85,1.0,1.0,25.5
Hiroki Ito,Japan,18.0,1.0,1.25,1.0,1.0,22.5
Yuito Suzuki,Japan,24.0,1.0,0.85,1.0,1.0,20.4
Ayase Ueda,Japan,17.0,1.0,0.85,1.0,1.02,14.738999999999999
Ritsu Doan,Japan,17.0,1.0,0.85,1.0,1.0,14.45
Ao Tanaka,Japan,13.0,1.0,1.0,1.0,1.0,13.0
Tsuyoshi Watanabe,Japan,10.0,1.0,1.25,1.0,1.02,12.75
Daizen Maeda,Japan,13.0,1.0,0.85,1.0,1.0,11.049999999999999
Daichi Kamada,Japan,10.0,1.0,1.0,1.0,1.0,10.0
Ko Itakura,Japan,8.0,1.0,1.25,0.8,1.02,8.16
Keito Nakamura,Japan,10.0,1.0,0.85,0.8,1.0,6.800000000000001
Yukinari Sugawara,Japan,5.5,1.0,1.25,0.8,1.0,5.5
Takehiro Tomiyasu,Japan,5.0,1.0,1.25,0.8,1.02,5.1
Ayumu Seko,Japan,5.0,1.0,1.25,0.8,1.0,5.0
Keisuke Goto,Japan,10.0,0.7,0.85,0.4,1.0,2.3800000000000003
Kento Shiogai,Japan,8.0,0.7,0.85,0.4,1.0,1.904
Junnosuke Suzuki,Japan,3.5,0.7,1.25,0.4,1.0,1.2249999999999999
Junya Ito,Japan,3.0,1.15,0.85,0.4,1.0,1.1729999999999998
Koki Ogawa,Japan,2.0,1.0,0.85,0.4,1.0,0.68
Shogo Taniguchi,Japan,0.75,1.0,1.25,0.4,1.0,0.375
Tomoki Hayakawa,Japan,2.0,1.0,1.5,0.1,1.0,0.30000000000000004
Keisuke Osako,Japan,2.0,1.0,1.5,0.1,1.0,0.30000000000000004
Yuto Nagatomo,Japan,0.1,1.0,1.25,0.1,1.0,0.0125
Wataru Endo,Japan,4.0,1.15,1.0,0.0,1.0,0.0
Mousa Tamari,Jordan,10.0,1.0,0.85,1.0,1.0,8.5
Yazan Al-Arab,Jordan,1.0,1.15,1.25,1.0,1.0,1.4375
Mohannad Abu Taha,Jordan,0.55,1.0,1.25,1.0,1.0,0.6875
Ali Olwan,Jordan,0.8,1.0,0.85,1.0,1.0,0.68
Saed Al-Rosan,Jordan,0.45,1.0,1.25,1.0,1.08,0.6075
Nizar Al-Rashdan,Jordan,0.6,1.0,1.0,1.0,1.0,0.6
Abdallah Nasib,Jordan,0.4,1.15,1.25,1.0,1.02,0.5864999999999999
Mohammad Abu Hasheesh,Jordan,0.4,1.15,1.25,1.0,1.02,0.5864999999999999
Yazeed Abulaila,Jordan,0.3,1.15,1.5,1.0,1.08,0.5589
Amer Jamous,Jordan,0.5,1.0,1.0,1.0,1.02,0.51
Ibrahim Saadeh,Jordan,0.5,1.0,1.0,1.0,1.02,0.51
Ehsan Haddad,Jordan,0.3,1.15,1.25,0.8,1.08,0.3726
Noor Al-Rawabdeh,Jordan,0.45,1.0,1.0,0.8,1.0,0.36000000000000004
Husam Abu Dahab,Jordan,0.35,1.0,1.25,0.8,1.0,0.35000000000000003
Rajaei Ayed,Jordan,0.325,1.15,1.0,0.8,1.08,0.32292
Mahmoud Al-Mardi,Jordan,0.35,1.15,0.85,0.8,1.08,0.295596
Shararh,Jordan,0.375,1.0,0.85,0.4,1.0,0.1275
Mohammad Abualnadi,Jordan,0.225,1.0,1.25,0.4,1.0,0.1125
Anas Badawi,Jordan,0.2,1.0,1.25,0.4,1.0,0.1
Odeh Fakhoury,Jordan,0.35,0.7,0.85,0.4,1.0,0.08329999999999999
Ali Azaizeh,Jordan,0.325,0.7,0.85,0.4,1.0,0.07735
Mohammad Al-Dawoud,Jordan,0.15,1.15,1.0,0.4,1.0,0.06899999999999999
Noureddin Bani Attiah,Jordan,0.25,1.15,1.5,0.1,1.0,0.043125
Abdallah Al-Fakhouri,Jordan,0.25,1.0,1.5,0.1,1.0,0.037500000000000006
Saleem Obaid,Jordan,0.1,1.0,1.25,0.1,1.0,0.0125
Ibrahim Sabra,Jordan,0.5,0.7,0.85,0.0,1.0,0.0
Santiago Gimenez,Mexico,18.0,1.0,0.85,1.0,1.0,15.299999999999999
Johan Vásquez,Mexico,12.0,1.0,1.25,1.0,1.0,15.0
Edson Álvarez,Mexico,15.0,1.0,1.0,1.0,1.0,15.0
Armando González,Mexico,15.0,1.0,0.85,1.0,1.06,13.515
Érik Lira,Mexico,12.0,1.0,1.0,1.0,1.0,12.0
Julián Quiñones,Mexico,14.0,1.0,0.85,1.0,1.0,11.9
Raúl Rangel,Mexico,6.5,1.0,1.5,1.0,1.06,10.335
Álvaro Fidalgo,Mexico,10.0,1.0,1.0,1.0,1.0,10.0
César Montes,Mexico,7.5,1.0,1.25,1.0,1.0,9.375
Israel Reyes,Mexico,6.5,1.0,1.25,1.0,1.0,8.125
Orbelín Pineda,Mexico,7.0,1.15,1.0,1.0,1.0,8.049999999999999
Gilberto Mora,Mexico,10.0,0.7,1.0,0.8,1.0,5.6000000000000005
Luis Chávez,Mexico,6.0,1.15,1.0,0.8,1.0,5.52
Alexis Vega,Mexico,8.0,1.0,0.85,0.8,1.0,5.44
Roberto Alvarado,Mexico,7.5,1.0,0.85,0.8,1.06,5.406000000000001
Brian Gutiérrez,Mexico,8.0,0.7,1.0,0.8,1.06,4.7488
Obed Vargas,Mexico,8.0,0.7,1.0,0.4,1.0,2.2399999999999998
Luis Romo,Mexico,3.0,1.15,1.25,0.4,1.0,1.725
Jesús Gallardo,Mexico,2.8,1.15,1.25,0.4,1.0,1.6099999999999999
Mateo Chávez,Mexico,4.0,0.7,1.25,0.4,1.0,1.4000000000000001
César Huerta,Mexico,3.5,1.0,0.85,0.4,1.0,1.1900000000000002
Jorge Sánchez,Mexico,2.2,1.0,1.25,0.4,1.0,1.1
Carlos Acevedo,Mexico,2.8,1.15,1.5,0.1,1.0,0.48300000000000004
Raúl Jiménez,Mexico,3.0,1.0,0.85,0.1,1.0,0.255
Guillermo Martínez,Mexico,1.5,1.15,0.85,0.1,1.0,0.14662499999999998
Guillermo Ochoa,Mexico,0.25,1.0,1.5,0.1,1.0,0.037500000000000006
Achraf Hakimi,Morocco,80.0,1.0,1.25,1.0,1.0,100.0
Ismael Saibari,Morocco,40.0,1.0,1.0,1.0,1.02,40.8
Ayyoub Bouaddi,Morocco,50.0,0.7,1.0,1.0,1.0,35.0
Brahim Díaz,Morocco,35.0,1.0,0.85,1.0,1.0,29.75
Bilal El Khannouss,Morocco,35.0,0.7,1.0,1.0,1.0,24.5
Neil El Aynaoui,Morocco,23.0,1.0,1.0,1.0,1.0,23.0
Noussair Mazraoui,Morocco,18.0,1.0,1.25,1.0,1.0,22.5
Zakaria El Ouahdi,Morocco,15.0,1.0,1.25,1.0,1.0,18.75
Samir El Mourabet,Morocco,22.0,0.7,1.0,1.0,1.0,15.399999999999999
Anass Salah-Eddine,Morocco,12.0,1.0,1.25,1.0,1.02,15.3
Chemsdine Talbi,Morocco,25.0,0.7,0.85,0.8,1.0,11.9
Chadi Riad,Morocco,15.0,0.7,1.25,0.8,1.0,10.5
Sofyan Amrabat,Morocco,12.0,1.0,1.0,0.8,1.0,9.600000000000001
Azzedine Ounahi,Morocco,10.0,1.0,1.0,0.8,1.0,8.0
Issa Diop,Morocco,8.0,1.0,1.25,0.8,1.0,8.0
Yassine Bounou,Morocco,3.0,1.0,1.5,1.0,1.0,4.5
Gessime Yassine,Morocco,12.0,0.7,0.85,0.4,1.0,2.856
Ayoube Amaimouni-Echghouyab,Morocco,10.0,0.7,0.85,0.4,1.0,2.3800000000000003
Soufiane Rahimi,Morocco,6.0,1.15,0.85,0.4,1.0,2.3459999999999996
Ayoub El Kaabi,Morocco,5.0,1.15,0.85,0.4,1.0,1.955
Redouane Halhal,Morocco,3.0,1.0,1.25,0.4,1.0,1.5
Youssef Belammari,Morocco,1.2,1.0,1.25,0.4,1.0,0.6000000000000001
Ahmed Reda Tagnaouti,Morocco,0.8,1.15,1.5,0.1,1.0,0.13799999999999998
Munir El Kajoui,Morocco,0.7,1.0,1.5,0.1,1.0,0.10499999999999998
Abde Ezzalzouli,Morocco,30.0,1.0,0.85,0.0,1.0,0.0
Nayef Aguerd,Morocco,15.0,1.15,1.25,0.0,1.0,0.0
Ryan Gravenberch,Netherlands,80.0,1.0,1.0,1.0,1.04,83.2
Micky van de Ven,Netherlands,50.0,1.0,1.25,1.0,1.0,62.5
Bart Verbruggen,Netherlands,40.0,1.0,1.5,1.0,1.04,62.400000000000006
Jan Paul van Hecke,Netherlands,45.0,1.0,1.25,1.0,1.04,58.5
Cody Gakpo,Netherlands,60.0,1.0,0.85,1.0,1.04,53.04
Tijjani Reijnders,Netherlands,50.0,1.0,1.0,1.0,1.0,50.0
Frenkie de Jong,Netherlands,45.0,1.0,1.0,1.0,1.0,45.0
Donyell Malen,Netherlands,45.0,1.0,0.85,1.0,1.0,38.25
Denzel Dumfries,Netherlands,25.0,1.15,1.25,1.0,1.0,35.93749999999999
Jorrel Hato,Netherlands,40.0,0.7,1.25,1.0,1.0,35.0
Mats Wieffer,Netherlands,25.0,1.0,1.25,1.0,1.04,32.5
Crysencio Summerville,Netherlands,35.0,1.0,0.85,0.8,1.0,23.8
Brian Brobbey,Netherlands,30.0,1.0,0.85,0.8,1.0,20.400000000000002
Justin Kluivert,Netherlands,25.0,1.0,1.0,0.8,1.0,20.0
Quinten Timber,Netherlands,25.0,1.0,1.0,0.8,1.0,20.0
Virgil van Dijk,Netherlands,15.0,1.0,1.25,0.8,1.04,15.600000000000001
Noa Lang,Netherlands,22.0,1.0,0.85,0.4,1.0,7.48
Nathan Aké,Netherlands,12.0,1.15,1.25,0.4,1.0,6.9
Guus Til,Netherlands,15.0,1.0,1.0,0.4,1.0,6.0
Teun Koopmeiners,Netherlands,14.0,1.0,1.0,0.4,1.0,5.6000000000000005
Robin Roefs,Netherlands,28.0,1.0,1.5,0.1,1.0,4.2
Memphis Depay,Netherlands,7.0,1.15,0.85,0.4,1.0,2.7369999999999997
Marten de Roon,Netherlands,3.2,1.0,1.0,0.4,1.0,1.2800000000000002
Mark Flekken,Netherlands,6.0,1.15,1.5,0.1,1.0,1.035
Wout Weghorst,Netherlands,2.0,1.15,0.85,0.1,1.0,0.1955
Jurriën Timber,Netherlands,70.0,1.0,1.25,0.0,1.0,0.0
Chris Wood,New Zealand,5.0,1.0,0.85,1.0,1.0,4.25
Joe Bell,New Zealand,3.5,1.0,1.0,1.0,1.0,3.5
Liberato Cacace,New Zealand,2.5,1.0,1.25,1.0,1.0,3.125
Tyler Bindon,New Zealand,3.5,0.7,1.25,1.0,1.0,3.0624999999999996
Marko Stamenić,New Zealand,3.0,1.0,1.0,1.0,1.0,3.0
Callum McCowatt,New Zealand,2.5,1.0,1.0,1.0,1.0,2.5
Ben Old,New Zealand,1.8,1.0,1.25,1.0,1.0,2.25
Elijah Just,New Zealand,2.5,1.0,0.85,1.0,1.0,2.125
Max Crocombe,New Zealand,1.0,1.15,1.5,1.0,1.0,1.7249999999999999
Finn Surman,New Zealand,1.8,0.7,1.25,1.0,1.0,1.575
Francis de Vries,New Zealand,0.6,1.15,1.25,1.0,1.04,0.8969999999999999
Jesse Randall,New Zealand,0.9,1.0,0.85,0.8,1.04,0.6364800000000002
Ryan Thomas,New Zealand,0.65,1.15,1.0,0.8,1.0,0.598
Alex Rufer,New Zealand,0.6,1.0,1.0,0.8,1.0,0.48
Callan Elliot,New Zealand,0.45,1.0,1.25,0.8,1.04,0.468
Lachlan Bayliss,New Zealand,0.55,1.0,1.0,0.8,1.0,0.44000000000000006
Tim Payne,New Zealand,0.35,1.15,1.25,0.4,1.0,0.20124999999999998
Nando Pijnaker,New Zealand,0.4,1.0,1.25,0.4,1.0,0.2
Sarpreet Singh,New Zealand,0.5,1.0,1.0,0.4,1.0,0.2
Matthew Garbett,New Zealand,0.45,1.0,1.0,0.4,1.0,0.18000000000000002
Ben Waine,New Zealand,0.4,1.0,0.85,0.4,1.0,0.136
Alex Paulsen,New Zealand,0.75,1.0,1.5,0.1,1.0,0.1125
Kosta Barbarouses,New Zealand,0.3,1.0,0.85,0.4,1.0,0.10200000000000001
Michael Woud,New Zealand,0.4,1.0,1.5,0.1,1.0,0.06000000000000001
Michael Boxall,New Zealand,0.15,1.0,1.25,0.1,1.0,0.018750000000000003
Tommy Smith,New Zealand,0.05,1.0,1.25,0.1,1.0,0.00625
Erling Haaland,Norway,200.0,1.0,0.85,1.0,1.0,170.0
Martin Ødegaard,Norway,65.0,1.0,1.0,1.0,1.0,65.0
Jørgen Strand Larsen,Norway,40.0,1.0,0.85,1.0,1.0,34.0
Julian Ryerson,Norway,25.0,1.0,1.25,1.0,1.0,31.25
Sander Berge,Norway,25.0,1.0,1.0,1.0,1.02,25.5
Kristoffer Ajer,Norway,18.0,1.0,1.25,1.0,1.0,22.5
Alexander Sørloth,Norway,20.0,1.15,0.85,1.0,1.0,19.55
Antonio Nusa,Norway,32.0,0.7,0.85,1.0,1.0,19.04
Andreas Schjelderup,Norway,30.0,0.7,0.85,1.0,1.02,18.206999999999997
Fredrik Aursnes,Norway,15.0,1.15,1.0,1.0,1.02,17.595
Oscar Bobb,Norway,28.0,0.7,0.85,0.8,1.02,13.594559999999998
Torbjørn Heggem,Norway,13.0,1.0,1.25,0.8,1.0,13.0
Leo Østigård,Norway,13.0,1.0,1.25,0.8,1.0,13.0
Kristian Thorstvedt,Norway,12.0,1.0,1.0,0.8,1.0,9.600000000000001
Jens Petter Hauge,Norway,12.0,1.0,0.85,0.8,1.0,8.16
Sander Tangvik,Norway,3.0,1.0,1.5,1.0,1.0,4.5
David Møller Wolfe,Norway,8.0,1.0,1.25,0.4,1.0,4.0
Patrick Berg,Norway,8.0,1.0,1.0,0.4,1.0,3.2
Henrik Falchener,Norway,6.0,1.0,1.25,0.4,1.0,3.0
Sondre Langås,Norway,4.0,1.0,1.25,0.4,1.0,2.0
Fredrik Bjørkan,Norway,3.5,1.0,1.25,0.4,1.0,1.75
Marcus Pedersen,Norway,3.5,1.0,1.25,0.4,1.0,1.75
Morten Thorsby,Norway,2.8,1.15,1.0,0.1,1.0,0.322
Thelo Aasgaard,Norway,2.8,1.0,1.0,0.1,1.0,0.27999999999999997
Egil Selvik,Norway,1.5,1.0,1.5,0.1,1.0,0.225
Ørjan Nyland,Norway,0.9,1.0,1.5,0.1,1.0,0.135
Amir Murillo,Panama,7.0,1.15,1.25,1.0,1.0,10.062499999999998
José Córdoba,Panama,5.0,1.0,1.25,1.0,1.0,6.25
Adalberto Carrasquilla,Panama,4.0,1.0,1.0,1.0,1.0,4.0
César Blackman,Panama,2.5,1.0,1.25,1.0,1.0,3.125
Andrés Andrade,Panama,2.5,1.0,1.25,1.0,1.0,3.125
José Luis Rodríguez,Panama,2.5,1.0,0.85,1.0,1.0,2.125
Ismael Díaz,Panama,1.8,1.0,0.85,1.0,1.0,1.53
